"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Colombia","COL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7751.70151480879","7776.38547827691","8014.13292925487","8051.95828290793","8366.44510586591","8643.24201638889","8664.05785793526","8803.97495749959","8701.08353635303","8193.78440784125","8413.58528597376","8415.40737712887","8488.4872319545","8682.94452110487","9005.02028803909","9285.52686893005","9758.8775467572","10278.2681220511","10488.5143529248","10510.5437283624","10776.8895645818","11332.3419836931","11636.5520748801","11977.0332384729",
"Comoros","COM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1805.5163192757","1666.99151082362","1766.12227559551","1776.03211597621","1642.18871141993","1660.46128009257","1599.01884913291","1622.42741403054","1602.32756607692","1592.2523162258","1574.22449392973","1585.623918742","1609.68321331422","1607.69842570193","1563.02366626081","1587.52613144928","1566.0742089774","1533.44540271658","1508.91587707115","1497.47059214942","1490.19058801885","1486.10149311825","1493.24174399054","1509.14940122199",
"Cabo Verde","CPV","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1609.46770491874","1597.20583560843","1727.5609336151","1827.33935872575","2119.69842910219","2360.50309758926","2568.45971051719","2794.0754686636","3082.03864062721","3362.89858329706","3771.54830588232","3783.99224084751","3910.4465781237","4005.71546440358","4352.30880307347","4603.8339083831","4937.46524313576","5665.66936859384","6030.77120249399","5941.12520962583","6004.94709720852","6205.6623958375","6233.52206033836","6208.19610809979",
"Costa Rica","CRI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7333.06432278902","7337.13022263557","7816.45974688396","8196.36159437506","8378.45017039402","8495.12595462009","8358.00051228794","8603.70536255783","9096.05865750954","9610.39713308776","9564.73413402478","9465.59028745411","9549.12114453025","9972.38461631056","10213.0484671228","10629.5045683877","11372.2495599364","12080.1477824804","12219.888245682","11915.142594161","12322.6533991881","12693.6014897915","13157.4915669465","13430.7432070712",
"South Asia (IFC classification)","CSA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8728.26668696754","8882.62536627896","8844.46437558088","9035.04850138094","9222.01550096504","9412.23016441936","9562.05957584429","9688.16869352598","9871.362714279","10115.2222602171","10349.1060205989","10504.3136070947","10959.0142148179","11771.3812189723","12372.477557393","12845.8017085637","14125.8319737198","14467.9962422837","14611.1546504198","14006.1795486137","13943.4745081744","13945.4432261967","14085.5994274831","14274.9961822708",
"Cuba","CUB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13532.5366372803","11990.5428964105","10529.9646633438","8910.56908309398","8927.20526870449","9102.06179456385","9771.977177926","10004.5027451243","9984.15635675337","10566.3266507664","11154.4050682269","11471.2079687433","11597.0416513374","12000.5499317507","12662.1948179662","14057.2410126864","15740.7840743435","16883.0438580301","17586.3665585277","17853.112611356","18290.9247939652","18796.1925231461","","",
"Curacao","CUW","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22908.0403388675","22487.7364043997","23955.6989675149","23547.8225137117","24426.6748840384","25451.0610232496","25511.7307530939","25743.3676714169","26712.1337560133","27695.1790083633","28783.9911651911","29621.7006435566","29866.7741605136","29921.5046928653","30468.1480733107","30906.4280823136","31566.8201345613","32702.613060387","33499.9745823082","32656.0864757181","31906.6658549122","31227.2994603949","30016.9786423308","",
"Czech Republic","CZE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18358.9350128264","16265.556342968","16166.6270111062","16159.828443217","16623.9619078787","17669.0363552795","18492.6633846098","18354.7778549371","18328.8224969189","18655.6679826282","19491.1083016349","20170.4582711096","20643.7657156999","21427.3777064401","22436.7609266028","23918.6835203255","25528.6420751401","26835.6877124715","27438.7988663254","26053.2375114333","26618.9027206704","27047.0206713943","26733.405259571","26456.7891136279",
"Germany","DEU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30635.9141036602","31967.1119836274","32331.5183529124","31797.8004957609","32470.9399104684","32918.5874841606","33082.9959506679","33608.5300372318","34229.0860669631","34847.0089426644","35863.9043489107","36345.8225926482","36288.4485500754","36132.1962541725","36559.6751132857","36830.8890006686","38236.7376612724","39539.5503338881","40043.9114468576","38079.8191759338","39668.4839148429","40980.3718995026","41966.415043386","42045.248294872",
"Djibouti","DJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3049.7167906374","2811.25269658803","2735.79111355202","2504.80220850217","2439.91838239523","2315.0666694933","2180.73391395154","2126.69153795308","2092.23110887658","2102.58373205118","2078.52093146053","2089.73324402668","2113.62549076508","2150.4924456769","2201.60867228923","2239.77623477608","2314.61905838304","2398.71734047113","2502.09735409205","2589.58155999307","2665.35173845679","2767.04880123682","2807.03591075583","2902.54624469527",
"Dominica","DMA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6655.24531064737","6703.16986955867","6827.97585984981","6920.61732621588","7003.2483217771","7142.04309751362","7353.49186134503","7504.25526775532","7929.48672489793","8028.55412939674","7602.69899682739","7599.76732402348","7422.22123209273","7942.2240160037","8151.77548045062","8060.26658173423","8808.51701922707","9313.46463218943","10033.7992776967","9898.87268188254","9993.75826156753","9986.35213857329","9829.1124904892","9710.16339919646",
"Denmark","DNK","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32716.6686294061","33056.2266929065","33597.9566710795","33456.2005032051","35185.762594252","36075.8360783136","36889.0651599837","37911.0720761302","38589.7259928177","39447.0561242835","40702.7371589483","40843.0145009902","40902.3941264576","40947.8561928132","41780.1054856583","42683.9422900707","43988.1358236829","44486.8610814342","43879.5775566505","41172.3272555911","41558.3179548015","41830.937702805","41524.3394223091","41524.4815428658",
"Dominican Republic","DOM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4768.36723256351","4717.50091591223","5111.11078670141","5374.9306235742","5396.14111886495","5590.11599898352","5885.04935551376","6249.92517467697","6579.67243857858","6910.08136110061","7186.7332270784","7203.7738140675","7504.78247847862","7373.49246243934","7359.83113770805","7924.52598300041","8644.42405732938","9244.62079373773","9595.57891211363","9792.36556724322","10411.7882176382","10738.3170660991","11015.7277971693","11323.3711267777",
"Algeria","DZA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10112.7963791015","9748.48760964161","9692.76152984757","9279.45907302994","9005.58594471105","9168.36558959737","9374.86005424815","9321.73489171265","9646.16142730489","9809.74441991439","9885.49128448395","10202.9068020226","10634.4255975364","11251.4122989151","11574.6319388542","12077.2293644462","12088.0876215895","12289.0272581323","12314.3469827898","12285.1288757087","12494.0670359067","12605.771553359","12778.5466656296","12880.3918438095",
"East Asia & Pacific (developing only)","EAP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2181.59363361581","2266.85011819564","2413.02880766731","2637.58236305835","2889.83049162333","3163.86056243675","3416.94058952819","3622.61622933276","3633.94508175778","3808.90282681723","4027.5945213185","4242.85846473364","4522.53733951684","4864.36086825508","5243.64893297673","5689.24483238415","6232.20044161571","6911.52919475309","7427.70953933771","7903.98850076182","8593.1608782289","9224.74044865237","9832.593208721","10447.6063647978",
"East Asia & Pacific (all income levels)","EAS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4868.93193955438","5020.00562469448","5171.83472961645","5397.27679294477","5673.39202222765","5984.8177423523","6288.97588463702","6529.63301200816","6453.71484502095","6658.85436650006","6952.754925529","7146.17195773078","7446.29724877566","7804.96657834682","8247.61681427679","8713.55813274127","9287.54869312197","10003.9199991072","10454.062620445","10740.2796202008","11545.8959143743","12146.7434363709","12740.4889937722","13352.5216934237",
"Europe & Central Asia (developing only)","ECA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9556.84410576226","8841.14590921112","8178.53025708164","7812.34437148412","7168.94602637979","7214.88270000723","7371.09620930375","7585.50295734484","7679.95888684849","7615.57218826677","8037.8758608115","8170.41521587261","8628.19116482865","9127.58522782858","9914.95829067145","10575.2652429105","11367.2004153474","12068.8078135176","12453.948826568","11826.4475329971","12400.3375480674","13045.7274893743","13220.6858196051","13658.2761920013",
"Europe & Central Asia (all income levels)","ECS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19911.071824214","19633.1859830974","19051.5639349451","18637.870004053","18500.9158128949","18795.2597911226","19048.8364834939","19567.7937591846","19924.5266782569","20461.1103206069","21402.196591142","21861.0414995407","22279.6258218451","22808.1148724424","23639.8967969739","24356.3592273876","25403.4860148487","26435.7268703027","26738.2925183399","25356.3558796475","25968.2831344306","26524.3892529299","26616.9533083163","26724.6186405899",
"Ecuador","ECU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7346.15598159514","7486.1222597629","7473.06724737321","7453.04447756131","7602.64496911069","7608.78174992822","7578.8987835267","7744.64250127816","7836.13300861131","7316.1818362432","7250.83553113239","7395.78587043627","7551.55190206792","7611.27544725573","8084.47916524529","8359.00140261525","8573.77026450259","8611.16360579256","9004.59816784516","8905.85892062704","9019.32368960134","9569.40453114783","9900.07521220688","10135.3919479907",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6023.20439824954","5976.688254661","6136.44959402542","6214.68643679324","6362.47172258614","6555.91033339312","6777.13645737603","7039.31181466876","7210.26628215006","7531.39618135991","7811.03555265589","7958.70126376862","8016.30243719564","8137.72639980796","8331.67439091277","8560.37592290036","8994.22758818169","9470.97836896446","9979.04522283963","10272.0863483183","10620.8191508085","10628.7473175029","10685.046008679","10731.7931580048",
"Euro area","EMU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27826.1062475701","28386.1975189183","28585.1430783844","28258.3404255412","28867.6156759854","29501.3073754139","29901.5311417309","30628.0487437361","31433.2669073521","32261.0033145768","33369.0755258809","33900.6330673316","34059.3098651573","34148.0144604587","34720.5412879818","35150.6052077839","36140.9812103517","37042.7529834155","36997.1980705038","35217.61829194","35803.1443314742","36263.4616262987","36089.4304347234","35830.4058949044",
"Eritrea","ERI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039.85604473625","1175.28364391795","1415.67682174425","1438.2475259902","1541.74011818785","1623.03986492465","1603.17996337417","1549.72936159752","1446.18146977843","1510.580444184","1490.57753601464","1389.04407324029","1350.91745643789","1331.8722597062","1271.55715547639","1246.42570571715","1088.48556731681","1094.93154621706","1083.23695447835","1139.22199062014","1179.7752943577","1157.3215429849",
"Spain","ESP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23643.2294260846","24190.0111580266","24334.361882874","24008.5933851036","24514.728161972","25131.8479893322","25688.3157419698","26614.5514318772","27706.596186638","28868.9307964622","30072.329902517","30798.8632045234","31117.7714564254","31504.2145214923","31974.5346234957","32565.569441049","33324.9176757977","33851.8914327608","33613.2055992364","32039.9749574738","31828.6112244681","31731.6672678097","31198.4132860817","30892.1588613695",
"Estonia","EST","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9423.04707798348","9468.62569414344","10071.0447233651","10822.7212637678","12231.6748899","13190.712010241","13207.6802822491","14318.7269627085","15315.4220305347","16423.884985708","17810.6970430718","19053.9692478835","20859.9430427723","23102.0648805949","24946.4624051108","23975.0451794526","20634.7008553959","21212.3002759918","23310.415076731","24272.8964659043","24481.9829865443",
"Ethiopia","ETH","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","640.597575080031","574.532833015558","506.560409349654","553.456375709211","552.054061669216","567.14521149056","618.195392871684","618.951970460684","580.588395917837","593.384169741232","611.637229238959","643.573139458569","634.720927566169","603.395039344559","666.077550789642","724.254713693525","780.953400078588","847.154569925201","913.780725869247","968.236972023354","1061.5127658686","1149.83628690598","1218.32891237895","1310.68589883007",
"European Union","EUU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24177.7799602945","24282.3677743365","24389.8130297165","24275.8853954433","24927.6375405863","25601.8486675759","26092.5369208685","26786.5657864053","27524.3881404063","28263.0573055901","29323.0300136592","29875.0623259458","30207.7470269716","30577.992792269","31302.978638481","31897.1965609231","32919.2860196054","33899.6631529898","33990.9229146844","32372.6320339633","32932.6914263042","33392.8516308484","33294.0844338462","33244.7359014981",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3047.19332363357","3038.39415618573","2913.61291577035","2635.04456497301","2986.88118281248","3087.31809491403","3214.09939505812","3283.70251317349","3341.16697337749","3413.29478396993","3506.00671237697","3194.92390683649","3407.90228865855","3392.2306953363",
"Finland","FIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27876.7282524325","26061.4156619762","25012.2367447025","24689.7115033127","25481.7323753466","26390.5209284684","27243.0025657875","28847.7313571754","30218.7436241856","31327.0048363979","32926.3484205371","33601.7090749773","34135.1704326048","34739.1810545526","36067.2538683791","36992.1744865429","38475.8034527339","40356.5198187017","40287.0015253546","36671.2515685554","37731.5025854672","38617.9291850342","38047.1711617249","37346.8566223834",
"Fiji","FJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6069.78985683818","5850.71908576621","6131.46265061","6174.27908263279","6398.13502735039","6474.18303687496","6706.60083397212","6489.1644054494","6511.79638513886","7030.03361395708","6869.74003540751","6980.87635734474","7190.69854382402","7253.8341377498","7621.770265882","7642.56457399581","7731.72486470003","7598.67268095948","7600.19344964162","7427.54769140892","7365.98586756661","7439.91015499965","7544.45455607989","7695.17947762351",
"France","FRA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29290.0483589263","29519.7474652745","29807.3233544994","29480.2381362871","30030.6282135547","30534.8274435399","30751.6845585332","31312.2747939311","32251.0144759012","33141.843084264","34127.0565746594","34501.6433221227","34569.9732760057","34634.7748704764","35255.7599645977","35630.2879346647","36255.7363548908","36855.6561794995","36620.8164581612","35286.4383654648","35718.2770426876","36263.5284696432","36084.5757046009","35969.1075889398",
"Faeroe Islands","FRO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2763.05464475805","2894.09928125906","2932.56626582905","3094.2542848522","3016.19362635568","3184.84644612426","3063.36206006486","2873.19684964078","2965.50043558977","3018.47102782427","3167.31611200033","3230.47337576345","3255.53403353042","3320.15812006927","3220.14032523671","3301.39161756606","3311.96477247995","3261.92771732629","3196.65399883972","3243.38892499788","3337.14680809657","3411.99893414236","3427.75671870503","3444.79411836791",
"Gabon","GAB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19147.2989104785","19777.9286245995","18662.3890089394","18893.1869736337","19088.1446416895","19523.7677505429","19716.5372779646","20321.6376380247","20503.5841975122","18213.1430939091","17438.4624793396","17387.7892561854","16936.3247395294","16953.2130628962","16782.1379488655","16883.8999357975","16678.986292263","17185.8215573676","16942.622710219","16058.055466593","16725.8389190358","17488.4512547111","18031.859126681","18646.3698144321",
"United Kingdom","GBR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23924.2216243183","23542.0993242805","23782.5032492253","24553.6915738647","25704.4134657942","26542.3408607893","27399.1624430013","28517.6007828349","29448.891734609","30213.3040278767","31418.8291079361","31981.9345371369","32577.7768242735","33706.9280797359","34579.2035371846","35453.5059291036","36163.4519731406","37112.7485953021","36538.4677090398","34388.1846490954","34685.9760618033","34800.4575435007","34657.8127701362","35013.2668783203",
"Georgia","GEO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8036.77837787322","6296.5671365172","3442.64134912873","2415.31277575952","2186.15507494198","2303.45262339713","2626.86119906507","2957.31692180901","3079.24081892965","3192.34951480355","3276.20054153381","3458.60782740752","3672.54180551959","4105.1307848279","4356.24881951304","4727.25139505315","5127.7910684347","5773.36776493989","5913.1644996817","5654.93878320716","5952.00441339238","6322.49929387524","6702.24273235857","6936.45004964882",
"Ghana","GHA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1891.64578372657","1936.70184482761","1956.09691944747","1994.80837668481","2006.15349544369","2036.11146398048","2079.18263711744","2117.19217313668","2167.31731917245","2211.54428380038","2239.67897352806","2272.72188004996","2315.82868268577","2374.40503874051","2443.13019410962","2520.90900390784","2613.35166974762","2710.79272509806","2864.98752957509","2906.22312560531","3065.00679700061","3445.75649149619","3667.98050193729","3847.94125743908",
"Guinea","GIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1127.8379858333","1096.885905468","1068.42730343292","1059.11717207258","1045.77859723725","1048.86142182833","1060.79294161145","1088.62959516558","1106.85542195946","1129.85236116656","1138.90409671399","1160.76438320866","1200.41769745342","1194.43324482797","1199.57257072456","1210.14773601237","1212.1808748674","1203.03919407946","1229.66678741801","1193.97548732378","1185.44810792674","1200.27704892722","1216.04979155529","1215.25944125004",
"Gambia, The","GMB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1506.38715787675","1499.75173497906","1502.64960529556","1504.03940983718","1465.1799805756","1437.6498446117","1429.14059603729","1457.85635449234","1466.85986778635","1516.43126143221","1553.33174528792","1594.34633955978","1495.33811321948","1548.4376621202","1605.93574084652","1541.40703861806","1510.59940576735","1517.25807432167","1554.88026243415","1603.98762455973","1655.48826887412","1534.7721519328","1576.57701351852","1613.31528567769",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1495.40599204928","1536.43613980298","1518.35993487173","1515.31343073286","1528.69732197694","1560.36529851032","1702.82185388804","1773.62304779992","1247.32605546815","1232.60535033259","1249.61920281723","1310.63321145677","1307.60546574817","1215.88783288499","1180.56555593858","1211.92142038089","1162.43526539564","1206.32641588254","1218.43603879526","1227.44085875572","1241.46533170999","1277.47030536516","1229.18283887611","1202.88995970967",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049.67745837266","1005.15883602401","1309.64347671382","1405.729716896","1585.89466270583","1802.79514147327","2907.28949590575","7037.68954177645","8437.76195599429","10273.268497399","11769.1970392585","18638.1476387697","21586.9876070104","23857.3479274266","31943.4940630634","34031.6623201673","33469.6180306992","36794.7042665232","40154.5786454824","35890.1196425851","34440.5891895491","35160.4638495016","35291.0636030358","32646.5171078339",
"Greece","GRC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20676.6119764965","21111.00595696","21025.9501905472","20500.4186528382","20737.0353204648","21010.4917342836","21355.8154394846","21994.3727170747","22611.7068717742","23282.3901604366","24247.0733719321","25185.6797998147","25976.115465115","27433.6596391357","28534.982809145","29087.849530406","30593.2477420726","31575.6108133266","31441.6761987301","30453.7066332377","29035.4542656731","27045.5777062775","25228.8304604022","24389.1237922909",
"Grenada","GRD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7487.76576764787","7646.33213837302","7565.15608331858","7282.96683264235","7400.60848526724","7521.59757820005","7784.61559832897","8116.90339707415","8632.79371685053","9489.3110242288","9709.71818851085","9484.92720779906","9806.81548589724","10723.8253163397","10583.9541251861","11979.883818684","11482.8602279553","12041.860713387","12115.6750899045","11272.8787806213","11178.2780938086","11219.0596194888","10974.7295337415","11131.8684236397",
"Greenland","GRL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5315.0579297022","5383.37346609097","5513.96740380157","5598.47423711664","5690.671094358","5836.20986091544","5873.0845474384","5991.54082858242","6148.65645642088","6238.83028595067","6312.67116766486","6305.26991309257","6389.45823348507","6389.81564284334","6428.69827907884","6475.39215211673","6657.58341913342","6905.87225184018","6959.80950846342","6826.03331135718","6849.27136142154","6957.27453446083","6985.18503194468","7062.52318782278",
"Guam","GUM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3230.66670357041","3432.45520999688","3702.55104333372","4001.10541450366","4331.21444470214","4532.83770137654","4871.92284448093","5152.77648707043","5040.9292610498","5165.9831059477","5071.42226646547","5163.43207185563","5197.04110352108","5124.43307386152","5269.96253819599","5140.38305663111","5372.05824907979","5142.62297382058","5208.22824293685","5344.44524118771","5542.0621224897","5808.25156464683","6053.65871071809","6342.3784705826",
"High income","HIC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27402.7542814413","27432.404055881","27492.7951190743","27524.7230637031","27988.6835501223","28489.0778014925","29093.6618200941","29946.0070119838","30452.3578207061","31375.9279806562","32594.1081828862","32928.0284886973","33344.8311098132","34040.4522370509","35124.733590838","36021.2110262886","37090.0554491619","38068.6174811962","38142.3105085161","36573.9673806643","37540.226878901","38148.2212206541","38651.602840253","38993.3092789188",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26981.7457444608","28284.6857174143","29796.9397039376","31105.7701942014","32248.8283831873","32367.0129229597","32280.2786783854","33645.2256500025","31402.7421510435","31883.9087276903","34025.9993061731","33965.604275003","34375.7599601138","35496.3897768379","38284.8595700451","40934.1861367118","43532.4664995713","45950.0683269418","46647.9430957554","45402.9164098858","48120.9054402196","50086.0370043796","50271.6292604547","51508.8633933289",
"Honduras","HND","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3205.06974318186","3218.66282098619","3308.41071399219","3422.72452913479","3293.09625629326","3344.317858378","3384.8331828346","3475.48283833409","3500.11782944459","3362.4429473694","3482.63099533678","3504.69611598578","3563.07575417612","3650.69706497156","3801.22495396902","3951.53099804848","4128.09132412327","4297.44080424774","4391.25532455975","4199.8779296369","4270.06325757842","4345.20623104739","4422.5445959746","4445.2710541232",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1427.64301158453","1395.44222538077","1348.93199169222","1326.51809413531","1288.72772765377","1308.46580739828","1339.82162107144","1364.68109793416","1373.85307829438","1378.82594136298","1380.04943689909","1401.71894376672","1410.06062296725","1431.66571870528","1467.25245960424","1515.02674103726","1565.8436201685","1624.44224906685","1666.91213788227","1693.00542816895","1739.40302616744","1769.84922156066","1801.07857614768","1837.08699234652",
"Croatia","HRV","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12346.9416598216","13587.1811287878","14229.3070743686","14739.4811230706","14416.016112397","15389.2198636045","15901.5508013122","16677.2707009921","17573.0181891548","18302.631430072","19073.0584077353","20023.3750343524","21055.5125949555","21501.6123755688","20032.3807428602","19627.2422368651","20208.5730160616","19891.4365396871","19761.3235227195",
"Haiti","HTI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1732.54748352485","1748.11503441316","1733.62937818531","1687.61434955127","1656.71958343997","1637.47811656248","1556.84265643482","1562.3287087486","1575.78829301891","1607.06260152476","1599.68435677908","1627.57777467532","1517.69854043834","1579.74866781248","1602.81449647857","1648.3991533882",
